"1","Policies","This is the indicator for policies","qa_policies","2/12/2020 15:30:30","2/12/2020 15:57:41","project_innovation_id"
"3","Innovations","This is the indicator for Innovations","qa_innovations","2/17/2020 08:37:16","2/21/2020 16:08:40","project_innovation_id"
